record_id,collection_zone,district,ward_number,collection_date,collection_time,waste_source,collection_point_id,latitude,longitude,waste_category,sub_waste_type,waste_weight_kg,waste_volume_m3,moisture_content_pct,organic_content_pct,plastic_content_pct,metal_content_pct,glass_content_pct,paper_content_pct,hazardous_content_pct,contamination_level,odor_level,temperature_c,humidity_pct,rainfall_mm,air_quality_index,collection_frequency_days,bin_fill_level_pct,overflow_status,vehicle_type,vehicle_capacity_kg,distance_to_processing_km,travel_time_min,fuel_consumption_l,traffic_density,processing_facility,recycling_feasibility_score,compost_quality_score,energy_recovery_score,landfill_priority_score,resource_recovery_score,collection_priority_score,route_efficiency_score,operational_cost_usd,carbon_emission_kg,farmland_reuse_potential,management_decision,bin_fill_score,hazardous_score,contamination_score,collection_priority_normalized,waste_risk_score,waste_risk_level,aqi_score,carbon_score,pollution_risk_score,pollution_risk_level,compliance_status
SWM_102542,Central Zone,District_G,11,06-12-2024,06:37,Market,CP_3621,29.781552,75.05478,Organic,Garden Waste,371.14,1.52,10.82,46.04,26.97,25.3,38.63,24.44,9.04,0.98,8.86,39.76,59.18,22.01,125,3,54.08,Yes,Compactor Truck,9553,18.55,26,39.79,Low,Recovery Center,49.08,42.22,16.91,23.91,71.16,53.49,35.8,206.33,28.09,Medium,Energy Recovery,42.605325665708214,60.26666666666666,9.8,53.48534853485349,42.09159921317797,Medium,29.6875,20.07131054874337,32.91847649795634,Low,Compliant
SWM_102543,East Zone,District_D,22,26-05-2025,02:22,Market,CP_1457,8.983039,96.337349,Plastic,Plastic Bags,607.43,11.15,40.07,86.94,20.5,25.49,8.1,46.22,7.46,5.36,8.59,37.96,92.47,48.64,104,8,56.92,Yes,Auto Tipper,5772,37.3,15,19.23,High,Recycling Plant,41.96,34.06,83.19,53.35,60.74,20.41,25.18,230.28,58.52,Medium,Landfill,46.1557694711839,49.733333333333334,53.6,20.402040204020402,44.675947152409954,Medium,23.125,46.53448125923994,35.46951104443865,Low,Compliant
SWM_102544,South Zone,District_C,20,19-04-2025,18:17,Industrial,CP_3628,9.273892,93.763349,Paper,Cardboard,724.9,8.01,31.86,38.53,58.72,14.31,24.36,54.38,6.16,5.87,9.29,27.2,76.97,90.61,332,3,94.28,No,Dump Truck,7354,51.66,118,30.46,High,Recycling Plant,63.65,24.12,67.06,27.64,44.0,70.97,67.49,264.67,26.01,Low,Composting,92.86160770096262,41.06666666666667,58.699999999999996,70.96709670967097,69.79637425350236,High,94.375,18.262457605009132,60.87957061483607,High,Violation
SWM_102545,West Zone,District_D,58,15-09-2024,15:21,Hospital,CP_6709,22.040131,75.829215,Mixed,Mixed Dry,219.24,4.06,65.03,49.73,29.85,45.03,28.27,29.68,6.32,8.19,1.73,35.93,21.58,0.84,173,7,94.54,Yes,Auto Tipper,4099,31.33,55,13.97,High,Waste Processing Unit,79.47,98.48,3.44,3.8,85.48,55.67,88.27,429.0,59.12,Medium,Composting,93.18664833104138,42.13333333333333,81.89999999999999,55.665566556655676,72.53782764924824,High,44.6875,47.056265762240194,44.88729639533873,Moderate,Warning
SWM_102546,Industrial Zone,District_D,55,24-02-2025,01:49,Industrial,CP_4838,12.679032,79.305973,Organic,Garden Waste,633.97,2.96,65.55,24.73,37.08,4.27,18.2,36.76,8.45,4.06,3.7,25.44,77.53,93.92,297,8,58.64,No,Auto Tipper,2305,23.57,161,26.22,Low,Transfer Station,55.77,66.73,30.6,78.83,31.67,41.87,13.24,519.01,79.09,High,Landfill,48.30603825478185,56.33333333333332,40.599999999999994,41.864186418641864,47.80537659804234,Medium,83.4375,64.42299330376554,72.31231465779632,High,Warning
SWM_102547,Central Zone,District_F,36,14-06-2025,03:37,Institutional,CP_6921,14.823325,92.699824,Organic,Crop Residue,569.74,5.42,89.14,33.72,7.96,36.67,30.28,3.54,12.29,7.76,9.3,21.2,65.06,26.33,60,9,51.96,Yes,Dump Truck,8815,16.64,38,19.07,Low,Composting Facility,11.29,30.35,7.09,49.18,29.67,59.03,45.64,176.56,16.84,Low,Energy Recovery,39.954994374296795,81.93333333333332,77.60000000000001,59.02590259025903,60.83921647159091,High,9.375,10.287851117488477,24.160522001913208,Low,Compliant
SWM_102548,West Zone,District_A,1,21-07-2025,19:47,Institutional,CP_1073,29.846184,86.360844,Mixed,General Waste,45.69,11.87,59.61,20.72,67.24,44.11,22.95,53.13,0.44,9.45,0.57,35.34,45.94,4.72,65,9,94.34,No,Auto Tipper,5972,8.99,133,34.44,Moderate,Waste Processing Unit,33.03,74.12,25.42,58.34,79.96,56.62,30.66,170.72,25.1,Low,Energy Recovery,92.93661707713466,2.933333333333333,94.5,56.61566156615662,65.3003293991107,High,10.9375,17.471084442125406,11.296741999304288,Low,Warning
SWM_102549,Central Zone,District_H,47,19-04-2025,07:47,Hospital,CP_6735,32.325563,85.717336,Glass,Jar,416.77,3.15,41.87,62.01,5.75,18.04,9.58,38.79,9.09,2.99,0.42,22.94,32.0,68.21,347,2,33.54,No,Auto Tipper,5089,29.46,98,25.35,High,Waste Processing Unit,87.96,24.5,18.59,17.33,36.04,64.92,67.19,158.14,20.09,Medium,Energy Recovery,16.927115889486185,60.6,29.900000000000006,64.91649164916493,37.638320103169214,Low,99.0625,13.114183842073224,65.58550515262196,High,Warning
SWM_102550,Suburban Zone,District_C,43,16-04-2025,01:53,Commercial,CP_8505,21.01166,72.094547,Organic,Food Waste,654.08,1.19,68.93,4.26,64.56,31.36,12.89,24.33,10.1,1.86,8.9,31.04,77.01,60.8,118,6,56.18,Yes,Dump Truck,11406,28.71,176,15.8,High,Transfer Station,73.28,84.62,85.44,12.11,76.14,20.0,1.22,194.26,38.68,Low,Composting,45.230653831728965,67.33333333333333,18.6,19.99199919991999,41.64439474601292,Medium,27.500000000000004,29.280807026697975,36.00090877467606,Low,Compliant
SWM_102551,South Zone,District_A,58,03-03-2025,23:36,Industrial,CP_6817,31.483883,89.529493,Organic,Fruit Waste,86.05,4.05,26.36,59.55,43.32,33.95,36.43,25.26,9.84,9.18,5.42,26.32,50.22,90.55,121,5,77.6,Yes,Compactor Truck,7927,45.16,173,30.25,Moderate,Waste Processing Unit,92.05,76.4,85.54,57.37,64.42,96.77,87.03,475.32,83.83,Medium,Recycling,72.00900112514064,65.60000000000001,91.8,96.76967696769677,78.07905199521078,High,28.4375,68.5450908774676,47.90227726324028,Moderate,Compliant
SWM_102552,North Zone,District_E,4,25-10-2024,18:25,Hospital,CP_6129,18.397029,83.895641,Mixed,General Waste,63.0,5.11,14.51,72.86,71.39,8.7,9.83,51.42,8.79,5.88,5.63,23.89,38.25,113.96,184,8,77.88,Yes,Compactor Truck,4283,6.34,113,10.47,Moderate,Composting Facility,62.71,28.35,25.17,20.23,18.57,61.33,90.58,242.23,18.97,Medium,Recycling,72.35904488061009,58.599999999999994,58.8,61.32613261326133,64.55253784423323,High,48.125,12.140186103139403,39.42455583094182,Low,Compliant
SWM_102553,West Zone,District_C,2,28-02-2025,23:03,Institutional,CP_6245,11.604681,95.077001,Paper,Office Paper,432.41,5.7,80.71,50.71,38.45,46.33,18.98,23.46,8.72,9.77,9.64,38.94,57.45,105.78,145,3,53.55,No,Mini Truck,5832,38.77,61,8.82,Moderate,Recycling Plant,66.13,27.61,77.18,41.4,39.84,74.66,42.53,439.85,103.33,Low,Energy Recovery,41.94274284285536,58.13333333333334,97.7,74.65746574657466,62.04905033246169,High,35.9375,85.50308722497608,55.24634283415949,Moderate,Warning
SWM_102554,West Zone,District_H,5,17-09-2024,13:54,Industrial,CP_3447,11.96948,81.891667,Mixed,Municipal Mixed,757.03,9.78,87.76,86.03,24.82,8.96,8.42,13.01,1.14,9.07,5.03,20.73,77.2,39.08,127,2,25.68,Yes,Auto Tipper,2064,12.2,90,26.99,High,Waste Processing Unit,79.4,25.37,57.71,0.09,27.84,18.16,7.65,310.98,77.57,Low,Composting,7.100887610951369,7.6,90.7,18.151815181518153,25.603127321608273,Low,30.312499999999996,63.1011392294982,35.60659176884946,Low,Compliant
SWM_102555,North Zone,District_F,16,05-07-2025,06:49,Hospital,CP_2278,9.344914,71.998844,Plastic,HDPE,747.19,2.83,69.6,74.77,25.73,10.21,9.76,33.95,5.72,4.96,8.12,31.56,94.64,79.9,113,6,36.58,Yes,Electric Vehicle,5516,30.47,155,32.91,Moderate,Transfer Station,21.83,72.94,3.34,94.26,66.34,16.26,87.43,85.82,51.68,Medium,Landfill,20.727590948868606,38.13333333333333,49.6,16.251625162516252,30.182113487258214,Low,25.937500000000004,40.586137925036965,32.771258044177756,Low,Compliant
SWM_102556,Urban Zone,District_A,28,29-03-2025,20:20,Institutional,CP_7247,29.371531,95.184792,Metal,Iron,292.07,10.0,21.72,3.51,2.3,32.91,6.17,3.02,14.65,2.42,4.63,34.55,30.83,42.86,174,3,71.82,No,Compactor Truck,1606,38.75,124,34.0,High,Recycling Plant,43.74,88.98,68.22,56.21,11.71,57.47,59.47,464.93,87.7,Medium,Recycling,64.7830978872359,97.66666666666667,24.2,57.46574657465747,63.78976780775965,High,45.0,71.9106009218193,63.606513609879116,High,Compliant
SWM_102557,South Zone,District_A,47,25-10-2024,05:35,Residential,CP_1600,23.369425,85.192046,Metal,Aluminum,622.43,4.35,16.47,87.43,77.2,21.47,39.61,19.36,1.0,5.72,8.68,34.67,20.71,1.42,99,5,77.95,No,Auto Tipper,1151,50.88,100,11.62,Moderate,Recovery Center,47.01,96.11,46.06,13.58,91.17,49.52,34.43,94.56,57.7,Low,Recycling,72.44655581947744,6.666666666666667,57.199999999999996,49.514951495149525,49.512531718730074,Medium,21.5625,45.82137577180625,25.860996064875206,Low,Compliant
SWM_102558,East Zone,District_B,8,21-09-2024,00:56,Hospital,CP_9343,30.32051,88.798346,Paper,Magazine,407.34,8.69,34.81,73.53,6.86,9.96,35.11,17.62,3.09,0.89,3.93,19.81,57.27,110.3,187,10,82.97,Yes,Mini Truck,5578,3.4,70,13.39,High,Recycling Plant,18.76,6.69,10.86,90.81,31.01,39.22,48.57,457.16,96.81,High,Composting,78.72234029253657,20.599999999999998,8.9,39.21392139213922,44.30102432583551,Medium,49.0625,79.83302895903992,52.60115868771197,Moderate,Compliant
SWM_102559,North Zone,District_H,11,30-11-2024,22:27,Hospital,CP_4151,35.948157,74.109664,Mixed,Mixed Dry,254.83,3.89,42.85,80.74,19.16,39.15,8.16,42.61,11.99,8.54,5.1,26.88,77.93,38.51,180,10,31.85,Yes,Mini Truck,5640,50.25,150,17.63,High,Composting Facility,57.08,91.84,13.58,55.72,55.88,86.19,34.13,264.68,64.72,High,Recycling,14.81435179397425,79.93333333333334,85.39999999999999,86.18861886188618,55.91736688020596,Medium,46.875,51.926254456909305,55.00204300373946,Moderate,Compliant
SWM_102560,Suburban Zone,District_E,4,17-08-2024,07:16,Industrial,CP_2402,12.848799,81.64918,Mixed,Mixed Wet,360.14,2.53,75.81,43.1,24.49,6.52,3.59,57.61,14.93,8.98,4.59,39.81,82.57,35.98,67,1,66.88,No,Mini Truck,11997,57.45,75,12.64,High,Composting Facility,66.29,66.25,45.27,49.03,45.64,52.11,14.88,485.06,81.02,High,Landfill,58.60732591573946,99.53333333333333,89.8,52.105210521052115,74.10204527778693,High,11.5625,66.1014001217497,45.51833670319158,Moderate,Compliant
SWM_102561,Industrial Zone,District_F,51,09-06-2025,06:39,Residential,CP_4555,36.240846,75.123652,Organic,Food Waste,133.86,4.24,48.33,20.5,36.85,32.13,2.25,45.48,14.1,2.68,7.76,29.28,69.83,89.16,216,9,43.6,No,Auto Tipper,6185,47.46,14,5.99,Moderate,Waste Processing Unit,98.67,33.7,22.38,13.87,81.22,58.59,95.17,402.7,44.17,High,Energy Recovery,29.50368796099513,94.0,26.8,58.585858585858595,49.44935397227684,Medium,58.12500000000001,34.055135229150366,58.079040568745114,Moderate,Warning
SWM_102562,Urban Zone,District_F,42,26-10-2024,19:29,Residential,CP_5379,32.255963,76.155816,Glass,Bottle,246.86,0.53,26.42,26.14,23.8,18.43,23.07,12.98,9.55,1.33,9.31,18.7,88.11,65.66,165,9,76.8,Yes,Dump Truck,2179,18.6,90,8.6,Moderate,Recycling Plant,94.73,44.1,48.05,98.57,33.61,10.02,58.69,350.69,93.91,Low,Composting,71.00887610951368,63.66666666666667,13.3,10.011001100110011,48.48186727548864,Medium,42.1875,77.31107052787198,57.020404491694926,Moderate,Compliant
SWM_102563,South Zone,District_E,47,11-12-2024,10:24,Commercial,CP_8501,35.697265,76.922557,Paper,Magazine,583.0,5.33,71.62,16.43,40.07,3.86,22.45,10.14,14.4,5.54,5.29,44.25,57.38,81.21,56,3,23.73,Yes,Dump Truck,4773,42.79,143,5.96,Moderate,Recycling Plant,78.02,87.68,31.55,87.81,48.26,57.16,41.1,306.86,109.45,High,Energy Recovery,4.663082885360671,96.00000000000001,55.400000000000006,57.15571557155715,45.51859048987785,Medium,8.125,90.82528915557874,50.51008674667362,Moderate,Warning
SWM_102564,South Zone,District_B,6,12-03-2025,23:56,Hospital,CP_8117,35.471538,80.930199,Paper,Cardboard,421.2,1.57,32.68,51.32,16.21,28.83,27.41,39.0,6.64,7.69,3.2,30.67,40.26,72.44,271,2,55.26,No,Compactor Truck,7058,13.81,162,13.71,Low,Transfer Station,27.95,91.09,52.2,65.27,93.47,18.22,93.69,342.2,103.46,High,Recycling,44.08051006375797,44.266666666666666,76.9,18.21182118211821,46.81064386948759,Medium,75.3125,85.61614053395947,72.19442549352118,High,Violation
SWM_102565,Suburban Zone,District_B,42,31-03-2025,09:38,Institutional,CP_6334,12.871871,75.91514,Organic,Food Waste,171.45,7.91,16.96,79.25,20.03,12.77,11.24,44.78,13.86,9.08,1.01,25.09,70.41,74.23,160,8,48.0,Yes,Dump Truck,6697,51.91,60,6.96,Low,Recycling Plant,63.9,27.31,52.72,38.75,97.97,48.67,97.61,182.81,93.31,Medium,Energy Recovery,35.00437554694337,92.39999999999999,90.8,48.66486648664867,62.56148019177465,High,40.625,76.78928602487173,61.82928580746152,High,Compliant
SWM_102566,Urban Zone,District_B,12,21-01-2025,18:58,Commercial,CP_1112,28.794686,92.581713,Plastic,Plastic Bags,561.01,8.25,61.16,98.51,18.25,1.51,27.12,10.34,10.19,3.2,0.43,38.78,23.87,26.9,104,6,46.91,Yes,Auto Tipper,11616,8.83,83,36.72,Moderate,Composting Facility,62.18,87.54,68.21,99.19,52.52,5.38,16.09,369.52,44.99,Medium,Recycling,33.64170521315164,67.93333333333334,32.0,5.370537053705371,37.6455959766498,Low,23.125,34.76824071658405,35.579638881641884,Low,Compliant
SWM_102567,Suburban Zone,District_A,48,23-05-2025,21:40,Market,CP_8020,11.273891,74.906053,Organic,Garden Waste,390.17,6.31,84.44,9.07,28.62,25.3,4.53,41.27,7.73,4.6,6.56,25.77,45.45,19.52,192,4,61.9,Yes,Electric Vehicle,1638,22.97,30,11.89,High,Recycling Plant,12.47,2.32,19.34,24.74,48.54,24.1,81.77,305.51,76.74,Low,Composting,52.381547693461684,51.53333333333333,46.0,24.09240924092409,46.64981379685663,Medium,50.625,62.379337333681185,54.33296786677102,Moderate,Compliant
SWM_102568,West Zone,District_B,54,27-04-2025,15:10,Market,CP_2611,14.030212,80.067716,Mixed,Municipal Mixed,490.17,3.87,33.58,80.74,66.97,26.65,35.86,44.2,0.83,5.59,6.98,32.6,82.4,36.1,60,1,25.24,Yes,Compactor Truck,11229,38.38,120,29.77,High,Recycling Plant,76.53,1.11,67.34,2.07,77.48,70.31,56.74,323.54,87.24,Low,Landfill,6.550818852356544,5.533333333333333,55.89999999999999,70.30703070307031,25.729715479736498,Low,9.375,71.51056613618574,27.247336507522387,Low,Compliant
SWM_102569,East Zone,District_H,55,18-08-2024,16:58,Industrial,CP_2259,9.658664,92.133492,Plastic,LDPE,176.96,5.84,46.38,77.71,15.44,14.99,26.52,24.77,4.48,6.21,0.87,39.32,59.36,24.72,332,5,52.68,Yes,Dump Truck,5336,8.73,167,25.43,Low,Transfer Station,66.93,40.53,33.97,84.98,57.61,66.7,12.75,439.46,56.13,Low,Landfill,40.85510688836105,29.86666666666667,62.1,66.6966696669667,46.233209872056094,Medium,94.375,44.456039655622234,66.49764523002,High,Warning
SWM_102570,North Zone,District_C,26,27-01-2025,12:22,Institutional,CP_5269,18.633384,94.952722,Paper,Cardboard,62.07,2.51,36.88,32.4,40.85,20.05,31.53,46.08,11.59,3.69,4.07,37.45,29.31,102.23,275,4,63.3,No,Auto Tipper,7450,51.06,116,32.16,Moderate,Recovery Center,37.44,10.16,92.08,34.46,37.37,90.9,91.73,187.23,15.23,High,Recycling,54.13176647080885,77.26666666666667,36.9,90.8990899089909,61.98423674133884,High,76.5625,8.887729367771112,56.400902143664666,Moderate,Warning
SWM_102571,North Zone,District_F,5,01-03-2025,20:31,Commercial,CP_3222,8.032133,80.71054,Organic,Fruit Waste,463.49,3.39,27.08,35.68,21.05,42.92,25.71,49.74,12.91,4.35,4.78,44.4,81.26,95.75,105,5,66.7,Yes,Mini Truck,7980,28.21,131,36.0,Moderate,Waste Processing Unit,80.46,51.68,27.05,14.73,55.27,29.6,26.42,99.24,8.96,Low,Landfill,58.382297787223415,86.06666666666666,43.49999999999999,29.592959295929592,58.00852967594547,Medium,23.4375,3.435081311418385,29.96260772675885,Low,Compliant
SWM_102572,West Zone,District_G,30,26-02-2025,03:17,Institutional,CP_9316,30.717261,71.131567,Metal,Aluminum,713.12,2.72,69.57,82.3,63.4,43.64,13.59,59.15,4.19,9.34,4.37,19.54,78.87,94.49,35,8,35.78,Yes,Auto Tipper,3207,49.59,69,7.99,Low,Recovery Center,15.14,80.89,29.02,7.69,95.63,55.7,44.81,322.3,82.1,Low,Landfill,19.727465933241657,27.933333333333337,93.39999999999999,55.695569556955704,41.90865514017335,Medium,1.5625,67.04061222715018,26.480100334811723,Low,Compliant
SWM_102573,Industrial Zone,District_B,46,06-05-2025,23:18,Hospital,CP_4587,32.988314,87.504788,Plastic,HDPE,596.83,2.33,37.65,58.48,49.55,13.53,39.0,7.09,1.68,2.29,7.54,18.99,94.09,118.53,79,6,32.77,No,Auto Tipper,3923,24.67,19,9.75,High,Composting Facility,40.8,53.29,82.27,3.58,98.69,94.06,57.04,309.3,68.32,Low,Composting,15.964495561945249,11.200000000000001,22.900000000000002,94.05940594059406,27.874709115867212,Low,15.312500000000002,55.05696147491086,26.413338442473254,Low,Compliant
SWM_102574,Suburban Zone,District_G,6,05-05-2025,23:26,Hospital,CP_7346,8.534787,89.392798,Plastic,HDPE,407.22,3.58,44.23,29.26,56.0,30.72,15.52,18.85,13.17,6.82,7.16,34.7,25.64,7.11,38,2,54.33,No,Compactor Truck,10660,55.9,88,21.94,High,Recycling Plant,87.59,9.65,72.43,24.53,52.45,29.29,71.23,264.5,58.15,Low,Composting,42.91786473309164,87.8,68.2,29.28292829282928,57.14958513716105,Medium,2.5,46.212714149056445,32.67381424471693,Low,Compliant
SWM_102575,Suburban Zone,District_G,4,03-06-2025,04:04,Hospital,CP_7856,15.115016,76.162282,Plastic,Plastic Bags,159.99,6.73,17.32,26.82,42.44,13.74,23.54,0.85,14.6,7.3,5.04,42.86,85.23,43.99,86,2,29.29,Yes,Auto Tipper,5437,15.88,5,9.93,High,Composting Facility,75.01,54.81,85.01,48.97,76.98,32.34,60.22,398.06,92.32,Low,Composting,11.613951743967995,97.33333333333333,73.0,32.33323332333234,48.42889902942038,Medium,17.5,75.92834159492129,50.99516914514305,Moderate,Compliant
SWM_102576,East Zone,District_H,26,23-03-2025,07:38,Institutional,CP_4544,31.185164,76.018588,Organic,Fruit Waste,320.35,2.64,68.57,27.07,31.28,40.15,13.59,17.49,9.77,9.75,0.63,40.54,29.12,41.39,40,9,53.34,No,Compactor Truck,4387,43.41,60,37.21,High,Recovery Center,10.2,74.48,32.23,90.19,27.82,69.39,16.48,576.45,5.5,Low,Composting,41.68021002625329,65.13333333333333,97.5,69.38693869386938,62.86345814791506,High,3.125,0.42612401078354656,14.71700386990173,Low,Compliant
SWM_102577,North Zone,District_G,26,01-05-2025,08:17,Hospital,CP_7625,14.752707,87.602379,Paper,Magazine,685.75,11.92,19.73,30.71,71.35,1.62,29.33,25.38,10.33,5.25,6.27,36.0,67.34,79.75,249,1,65.47,No,Dump Truck,1324,43.12,139,31.49,High,Recycling Plant,78.79,85.35,31.64,74.58,94.67,36.75,77.76,203.22,25.19,Low,Composting,56.84460557569696,68.86666666666666,52.5,36.743674367436746,55.96606005206097,Medium,68.4375,17.54935211757544,53.25688896860596,Moderate,Warning
SWM_102578,Industrial Zone,District_A,44,29-03-2025,19:42,Market,CP_1873,20.94638,91.389433,Organic,Garden Waste,259.56,3.68,28.6,21.81,48.89,12.17,37.4,20.76,8.14,4.09,9.63,29.45,62.28,91.61,52,7,33.7,Yes,Dump Truck,1785,2.93,156,19.29,High,Recycling Plant,55.06,28.71,46.25,61.52,97.33,60.18,44.89,52.62,40.72,Medium,Recycling,17.127140892611582,54.26666666666667,40.9,60.17601760176018,37.62392566397533,Low,6.875000000000001,31.054874336898862,23.607295634402995,Low,Compliant
SWM_102579,Suburban Zone,District_E,20,14-11-2024,11:17,Residential,CP_5717,18.396093,81.831393,Paper,Newspaper,630.09,9.36,76.85,29.0,27.72,7.51,34.3,39.13,1.16,3.04,1.53,44.17,44.35,59.58,94,5,45.43,Yes,Electric Vehicle,2078,28.98,105,39.95,Low,Transfer Station,28.74,28.26,37.14,16.93,73.9,37.93,58.09,410.33,9.08,High,Recycling,31.791473934241782,7.7333333333333325,30.4,37.92379237923792,26.418491763915736,Low,20.0,3.5394382120184362,12.608498130272197,Low,Compliant
SWM_102580,East Zone,District_A,29,30-06-2025,17:07,Institutional,CP_2510,26.676081,83.450311,Mixed,Mixed Dry,84.62,1.67,42.47,34.63,35.0,31.78,6.18,39.75,12.27,0.03,3.68,25.43,52.4,73.83,288,2,35.01,No,Auto Tipper,9791,8.91,58,29.7,Moderate,Waste Processing Unit,68.58,46.08,50.13,26.99,32.92,32.01,72.63,351.16,88.89,Low,Energy Recovery,18.76484560570071,81.8,0.3,32.003200320032,32.81641829028508,Low,80.625,72.94547351943648,78.55614205583095,High,Warning
SWM_102581,North Zone,District_D,9,06-11-2024,07:55,Residential,CP_8371,25.130783,83.823453,Paper,Magazine,270.05,4.87,80.43,57.59,41.96,2.66,26.84,41.16,10.36,0.91,3.0,28.02,81.99,117.68,172,10,53.18,Yes,Mini Truck,8835,33.7,116,2.28,Moderate,Transfer Station,0.88,7.45,71.95,17.81,75.78,43.19,85.0,527.38,106.18,Medium,Recycling,41.48018502312789,69.06666666666666,9.1,43.18431843184319,42.1563884406943,Medium,44.375,87.98156361422733,62.39530241760153,High,Warning
SWM_102582,North Zone,District_E,13,11-05-2025,02:27,Institutional,CP_6554,23.761577,90.866715,Organic,Garden Waste,536.29,2.4,37.43,96.24,61.81,13.15,11.24,15.25,4.93,9.28,4.34,27.83,37.94,107.09,83,6,96.59,No,Dump Truck,11561,20.09,175,25.43,Low,Composting Facility,95.84,49.95,46.87,52.77,3.32,30.01,69.9,581.37,70.41,Low,Landfill,95.74946868358546,32.86666666666667,92.8,30.003000300030003,69.57690418510535,High,16.5625,56.87451082702844,31.916936581441863,Low,Warning
SWM_102583,North Zone,District_D,53,29-12-2024,21:20,Market,CP_7449,13.523799,80.377585,Paper,Newspaper,402.22,2.0,32.99,44.51,20.95,17.69,11.05,36.77,8.68,5.52,0.97,22.96,28.31,7.59,131,10,39.75,Yes,Compactor Truck,7955,12.48,131,29.55,Moderate,Recovery Center,69.59,20.13,16.56,14.49,32.0,29.42,2.85,358.01,108.27,Medium,Energy Recovery,24.69058632329041,57.86666666666667,55.199999999999996,29.412941294129414,39.79484239010225,Low,31.5625,89.7991129663449,54.2943172232368,Moderate,Warning
SWM_102584,Industrial Zone,District_G,31,23-09-2024,18:29,Industrial,CP_4332,23.626843,69.850436,Glass,Broken Glass,487.65,5.92,82.09,36.32,60.16,1.92,28.86,2.49,5.17,9.48,7.03,42.98,57.19,72.75,68,6,61.42,Yes,Dump Truck,11836,29.25,131,23.97,Moderate,Composting Facility,3.89,18.57,21.46,38.28,43.46,73.97,16.55,359.14,36.31,Low,Energy Recovery,51.781472684085514,34.46666666666667,94.80000000000001,73.96739673967396,59.384365251251964,Medium,11.875,27.219758239846946,20.996760805287416,Low,Compliant
SWM_102585,Urban Zone,District_A,34,30-07-2025,18:03,Residential,CP_3798,22.953959,86.171844,Plastic,PET,474.31,2.74,65.3,65.38,74.56,31.71,28.81,48.66,1.59,6.96,3.19,40.23,56.01,69.67,264,9,40.83,Yes,Mini Truck,4399,39.38,131,3.35,High,Recycling Plant,74.86,16.33,22.76,0.09,31.32,38.82,23.4,168.92,107.69,High,Energy Recovery,26.040755094386796,10.600000000000001,69.6,38.81388138813882,32.80838424597554,Low,73.125,89.2947212801113,65.47091638403339,High,Violation
SWM_102586,North Zone,District_D,41,09-04-2025,08:21,Commercial,CP_1090,17.467123,88.946181,Organic,Garden Waste,205.16,9.75,62.61,75.62,35.16,43.98,14.96,36.05,9.6,9.52,1.35,21.66,54.65,110.15,152,5,21.73,Yes,Electric Vehicle,1157,17.3,157,12.78,High,Recovery Center,30.5,2.47,82.56,0.89,47.77,5.64,79.86,458.09,87.98,High,Energy Recovery,2.1627703462932875,64.0,95.19999999999999,5.630563056305631,36.74969259696316,Low,38.125,72.15410035655275,53.50873010696583,Moderate,Compliant
SWM_102587,Urban Zone,District_F,32,06-08-2024,08:48,Hospital,CP_9523,29.351683,95.266947,Metal,Iron,345.11,10.37,20.66,45.13,0.71,14.21,18.33,54.56,4.75,6.72,8.34,26.82,32.69,70.94,88,7,42.75,No,Mini Truck,10216,39.49,9,7.12,Moderate,Waste Processing Unit,15.16,67.59,97.36,24.69,71.39,53.2,84.38,257.78,116.75,Medium,Energy Recovery,28.441055131891492,31.666666666666664,67.19999999999999,53.1953195319532,40.71238664921624,Medium,18.125,97.17366727541526,44.547933515957915,Moderate,Warning
